UUID,First_Name,Middle_Name,Last_Name,Name_Data_Quality,SSN,SSNDataQuality,DOB,DOBDataQuality,AmIndAKNative,Asian,Black,NativeHIOtherPacific,White,RaceNone,Gender,OtherGender,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,Discharge_Status,,Date_Created,DateUpdated,UserID
249592,Sumeet,L,Jepson,1,100249592,1,1/1/1950,1,0,0,1,0,0,0,1,0,1,1970,1970,0,0,0,0,0,0,0,0,1,1,,1/14/16 10:37,1/14/16 10:37,248351
249635,Meghan,,Lorenz,1,100249635,1,1/1/1982,1,0,0,0,0,1,0,1,0,1,2001,2004,0,0,0,0,0,0,0,0,4,1,,1/20/16 7:47,2/6/16 4:18,244492
249636,Charulata,R,McIsaac,1,100249636,1,1/1/1978,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/20/16 7:54,1/20/16 7:55,246539
249637,,,,99,100249637,1,1/1/2010,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/20/16 8:08,1/20/16 8:08,246539
249638,Matthew,U I,Shang,1,100249638,1,1/1/2012,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/20/16 8:09,1/20/16 8:10,246539
249639,Jessica,B,Becker,1,100249639,1,1/1/2012,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/20/16 8:10,1/20/16 8:11,246539
249640,Thien,C,Mason,1,100249640,1,1/1/1960,1,0,0,1,0,0,0,1,0,1,1980,1983,0,0,0,0,0,0,0,0,1,1,,1/20/16 9:49,1/20/16 9:49,248351
249652,Donald,D,Mauke,1,100249652,1,1/1/1961,1,0,0,1,0,0,0,1,0,1,1980,1982,0,0,0,0,0,0,0,0,1,1,,1/21/16 8:28,2/10/16 3:43,245092
249716,Thomas,W,Andrews,1,100249716,1,1/1/1957,1,0,0,1,0,0,0,1,0,1,1982,1985,0,0,0,0,0,0,0,0,4,1,,1/25/16 3:18,1/25/16 3:19,248351
249770,Brian,M,Covello,1,100249770,1,1/1/1960,1,0,0,0,0,1,0,1,0,1,1980,1984,0,0,0,0,0,0,0,0,2,1,,1/28/16 11:38,1/28/16 11:39,248351
249797,Darren,T,Kelly,1,100249797,1,1/1/2008,1,0,0,1,0,0,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/29/16 10:19,1/29/16 10:19,246539
249804,C.,J,Menard,1,100249804,1,1/1/2011,1,0,0,1,0,0,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/29/16 1:04,1/29/16 1:05,246539
249851,Terrance,J. Hunter,Ristas,1,100249851,1,1/1/1977,1,0,0,0,0,1,0,1,0,1,1996,2003,0,0,0,0,0,0,0,0,4,1,,2/2/16 10:21,2/2/16 10:22,248351
249863,Robert,A,Yale,1,100249863,1,1/1/1956,1,0,0,1,0,0,0,1,0,1,1976,1980,0,0,0,0,0,0,0,0,4,1,,2/2/16 1:26,2/2/16 1:26,248351
249873,Gwendolyn,,Olson,1,100249873,1,1/1/2006,1,0,0,1,0,0,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,2/3/16 8:41,2/3/16 8:42,248348
249883,Carol,R,Vasios,1,100249883,1,1/1/1957,1,0,0,1,0,0,0,0,0,1,1982,1987,0,0,0,0,0,0,0,0,4,6,,2/3/16 1:04,2/4/16 9:25,248351
249940,Timothy,M,Williams,1,100249940,1,1/1/1966,1,0,0,0,0,1,0,1,0,1,1987,1990,0,0,0,0,0,0,0,0,1,1,,2/8/16 2:18,2/8/16 2:18,245881
249964,Jack,J,Calloway,1,100249964,1,1/1/1965,1,0,0,0,0,1,0,0,0,1,1983,1987,0,0,0,0,0,0,0,0,2,1,,2/10/16 9:36,2/10/16 9:36,245881
249969,Laurie,,Entis,1,100249969,1,1/1/1963,1,0,0,1,0,0,0,1,0,1,1981,1985,0,0,0,0,0,0,0,0,4,1,,2/10/16 3:29,2/10/16 3:29,248351
249975,Douglas,M.,Eurek,1,100249975,1,1/1/1956,1,0,0,1,0,0,0,1,0,1,1974,1977,0,0,0,0,0,0,0,0,1,1,,2/11/16 12:38,2/11/16 12:38,248351
252015,Hengning,E,Allan,1,100252015,1,1/1/1989,1,0,0,0,0,1,0,1,0,1,2008,2009,0,0,0,0,0,0,0,0,1,2,,2/16/16 11:03,2/16/16 11:03,248351
252022,John,,Ratner,1,100252022,1,1/1/1964,1,0,0,0,0,1,0,1,0,1,1984,1988,0,0,0,0,0,0,0,0,1,1,,2/16/16 1:01,2/17/16 8:46,182613
252078,Stanton,W,Crisona,2,2078,2,1/1/1956,1,0,0,1,0,0,0,1,0,1,1976,1977,0,0,0,0,0,0,0,0,1,1,,2/19/16 12:02,2/19/16 8:15,249901
252106,James,E,Dunlap,1,100252106,1,1/1/1957,1,0,0,1,0,0,0,1,0,1,1977,1981,0,0,0,0,0,0,0,0,2,2,,2/24/16 11:17,2/24/16 11:17,248351
252112,Colman,,Grosselin,2,252112,2,1/1/1956,1,0,0,1,0,0,0,1,0,1,1976,1980,0,0,0,0,0,0,0,0,3,1,,2/24/16 2:08,2/24/16 2:09,182894
252118,Victoria,B.,Viccaro,1,100252118,1,1/1/1953,1,0,0,0,0,1,0,1,0,1,1976,1985,0,0,0,0,0,0,0,0,2,1,,2/25/16 8:11,2/29/16 12:37,184802
252131,David,MI,Taylor,2,252131,2,1/1/1963,1,0,0,0,0,1,0,1,0,1,1981,1984,0,0,0,0,0,0,0,0,1,2,,2/25/16 2:58,2/25/16 2:59,249901
